N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
178|0.85350317|0.9432624|0.8986486|0.92041516|1|Subject:Adult_abuse|0.485714316|"""@lipe_the_great: &#8220;@h0rheyd: ""@lipe_the_great: shut up zoe"" fight me pussy&#8221; for zoe? i'm good, man."" you are good ma'am. move along now"
179|0.8544304|0.943662|0.8993289|0.9209622|1|Subject:Stress_position|0.117948726|"""@lolaaisdope: lmao fucking snake bitches"" @ em"
180|0.8553459|0.9440559|0.9|0.9215017|1|Subject:European_Human_Rights_Prize|0.125000000|"""@loveable_aizah: big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;"
181|0.85|0.9440559|0.89403975|0.9183673|2|Subject:Offences_Against_the_Person_Act|0.426373661|"""@mlbnetwork: stay tuned to @mlbnetwork for an update on the report that @yankees 1b @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum"
182|0.8447205|0.9440559|0.8881579|0.9152542|2|Subject:Time-out_(parenting)|0.250000000|"""@m_rad: &#8220;@dezdlt: ""i play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tycihd6pkw&#8221; yes lmfao""@soccerboy_04"
183|0.845679|0.9444444|0.8888889|0.91582495|1|Subject:Abuse_of_information|0.439560473|"""@madflyentist: oregon chokes every year get off the field trash ass program"" rft"
184|0.84662575|0.94482756|0.8896104|0.916388|1|Subject:Offences_Against_the_Person_Act|0.498168528|"""@mannydiesel: def not cowboy lol rt @artoffloyd: terrell owens was the best eagle &amp; cowboy ever"" ..dude cried like a bitch on tv, over romo"
185|0.847561|0.94520545|0.89032257|0.9169435|0|Subject:Ethnic_hatred|0.240740746|"""@markroundtreejr: lmfaoooo i hate black people https://t.co/rnvd2nlcdr"" this is why there's black people and niggers"
187|0.8424242|0.94520545|0.88461536|0.91390723|2|Subject:School_of_the_Americas_Watch|0.250000000|"""@maxmayo77: http://t.co/3jk4kr44x3"" a pissed lad past out. i would lick his dirty soles while he slept."
189|0.8373494|0.94520545|0.8789809|0.91089106|2|Subject:Foot_roasting|0.208333343|"""@maxmayo77: http://t.co/xpsc3makgj"" sexy lad with hot soles and arches."
190|0.83832335|0.9455782|0.87974685|0.9114755|1|Subject:Offences_Against_the_Person_Act|0.293040335|"""@megamindnick: @white_thunduh nah fam i gotta cheat with the hoes"" depends on the female i feel"
191|0.8333333|0.9455782|0.8742138|0.90849674|2|Subject:Yokel|0.208333343|"""@mesha_nojas: @_vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" i got hicks lol"
192|0.83431953|0.9459459|0.875|0.9090909|1|Subject:Nuisance_fee|0.400000006|"""@migsmichelen: this new twitter is confusing the shit out of me."" go back to south america bitch"
193|0.8352941|0.94630873|0.8757764|0.9096774|1|Subject:Time_served|0.200000003|"""@miikito_x3: toto means ass or vagina?""i think pussy cause toto santi is like nasty pussy"
195|0.83625734|0.94666666|0.8765432|0.9102564|1|Subject:Offence_against_the_person|0.235897452|"""@mileycyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*"
196|0.8372093|0.9470199|0.8773006|0.910828|1|Subject:Stress_position|0.169230789|"""@montrell_: i'm tired of bitches saying i look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody."
197|0.8323699|0.9470199|0.8719512|0.90793645|2|Subject:Claimants_Bill_of_Rights|0.166666672|"""@motherjones: 10 birds your grandkids may never see, thanks to climate change http://t.co/xqmxhkaswt http://t.co/rbitegrnhm"" #climate"
198|0.8333333|0.94736844|0.8727273|0.9085173|1|Subject:Offences_Against_the_Person_Act|0.293040335|"""@mvckfadden: ""stay beautiful you bitch"""""
199|0.83428574|0.9477124|0.87349397|0.90909094|1|Subject:Offences_Against_the_Person_Act|0.759706974|"""@nickiminaj: #wutkindar purple. ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. but in still shitted on sum gurls"
200|0.83522725|0.9480519|0.8742515|0.9096573|1|Subject:Stress_position|0.117948726|"""@nastycopper: money getting taller and bitches getting blurry"""
205|0.8361582|0.9483871|0.875|0.9102167|0|Subject:Adult_abuse|0.707692325|"""@notoriousbm95: @_whiteponyjr_ ariza is a snake and a coward"" but at least he isn't a cripple like your hero roach lmaoo"
206|0.83146065|0.9483871|0.8698225|0.90740734|2|Subject:Kuwaiti_Family_Committee|0.217948720|"""@osay_it_aint_so: &#8220;@ignorealllaws: fosters home for imaginary trash&#8221; whoa chill"" that show was everything tf"
207|0.8324022|0.94871795|0.87058824|0.9079755|1|Subject:Death_by_sawing|0.293040335|"""@officialreplay: i am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!"
208|0.8333333|0.9490446|0.87134504|0.9085366|1|Subject:Right_to_work|0.141025662|"""@prayingforhead: &#8220;@macklemroe: stop bringing weird niggers into my mentions! @prayingforhead&#8221; http://t.co/cussdjesrk"""
209|0.83425415|0.9493671|0.872093|0.9090909|1|Subject:Adult_abuse|0.153846160|"""@prettyboss_brat: we don't love these hoes &#128080;&#128581;"""
210|0.83516484|0.9496855|0.87283236|0.9096385|1|Subject:Offence_against_the_person|0.480341882|"""@patrickquelo: if yo girl cant have homeboys you a ol weak bitch ass nigga!"""
211|0.8360656|0.95|0.87356323|0.9101797|1|Subject:Right_to_work|0.196581215|"""@patsfanjoe32: @d_palomino52 i think worst advice i gave you was "" don't be a pussy and speed up"" lol"""
212|0.8369565|0.9503106|0.8742857|0.9107143|1|Subject:Animal_bite|0.435897440|"""@poemsporn: quote this tweet with your favorite animal.""pussy"
213|0.8378378|0.9506173|0.875|0.9112426|1|Subject:Offences_Against_the_Person_Act|0.395604432|"""@poetic_success: i hate when strippers tell you they're ""dancers"". hoe, ballet dancers don't pop their pussy to beethoven. you a stripper!"""
214|0.83870965|0.9509202|0.8757062|0.9117647|1|Subject:Animal_bite|0.205128223|"""@poffalicious: andrewbryant: poff has double vision after 2 beers poff: ... double pussy &#128526;"" smh"
215|0.8395722|0.9512195|0.8764045|0.9122807|1|Subject:Harassment_by_computer|0.250000000|"""@poobie_: when bitches twerk on the computer.... me: ""in ya &#128089;, in ya damn &#128089;&#8252;&#65039;"""""
217|0.8351064|0.9512195|0.87150836|0.90962094|2|Subject:Offences_Against_the_Person_Act|0.805128217|"""@quan1t0: 61% of welfare/government aid is claimed by white people. so y'all black slander is trash now."""
218|0.83597887|0.95151514|0.87222224|0.910145|1|Subject:Offences_Against_the_Person_Act|0.471794903|"""@quan1t0: these bitches don't care they just play that role."""
219|0.8368421|0.9518072|0.8729282|0.91066283|1|Subject:Nurse_abuse|0.400000006|"""@queen_kaaat: it took a while for you to find me, but i was hiding in the lime tree."" @iemonaids dis bitch in da wrong tree bro."
220|0.8376963|0.9520958|0.87362635|0.9111747|0|Subject:Adult_abuse|0.353846163|"""@rtnba: drakes new shoes that will be released by nike/jordan.... yes, there's glitter on the shoes http://t.co/qctplxhexm"" ....dudes a fag"
222|0.8333333|0.9520958|0.86885244|0.9085714|2|Subject:Talking_shit|0.253846169|"""@ramboutit: &#8220;@master11_: @20tolife_ @ramboutit hoes austin&#8221; teach us austin.""i teach u how to get curved? that's all i know"
223|0.83419687|0.95238096|0.8695652|0.9090909|1|Subject:Offences_Against_the_Person_Act|0.307692349|"""@reachtheeclimax: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!"
226|0.83505154|0.9526627|0.87027025|0.9096045|1|Subject:Offences_Against_the_Person_Act|0.205128223|"""@rishaawilliams: @treshon_scrooge @_nevertrustt ol bitch ass"" http://t.co/amcoiny0wg"
227|0.83589745|0.9529412|0.87096775|0.9101124|1|Subject:Adult_abuse|0.285714298|"""@rnadjorell: bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad"" lmaooo"
228|0.8367347|0.9532164|0.8716577|0.9106145|1|Subject:Offences_Against_the_Person_Act|0.205128223|"""@sactownprodigy: just because tony romo at the mavs game dont mean he still not a bitch lmao.. fuk them cowgirls"" lol bitch fuck you"
229|0.83756346|0.95348835|0.87234044|0.91111106|1|Subject:Factory_system|0.250000000|"""@samjlayman : holy shit, freddie highmore was in charlie and the chocolate factory"" me: *rolls on the floor, laughing*"
230|0.83838385|0.9537572|0.8730159|0.91160214|1|Subject:Poof|0.333333343|"""@samirahusic_: ""i don't want to have sex with my gf because i feel like i'm using her.."" - anonymous"" whata faggot"
231|0.83919597|0.954023|0.8736842|0.9120879|1|Subject:Offences_Against_the_Person_Act|0.569230795|"""@sexualgxfs: @ one of your followers with this &#128525;&#128553; http://t.co/f1tjl9xnct"" @ somebody, bitch if you don't"
232|0.84|0.95428574|0.87434554|0.91256833|1|Subject:Persecution|0.307692319|"""@shaa_jenkins: if ya bitch always bitching clearly she care!"" or just an annoying bitch!"
233|0.840796|0.95454544|0.875|0.91304344|1|Subject:Adult_abuse|0.285714298|"""@shantaughther: these catfish hoes thinkin they slick.. but niggas catching on &#128524;"""
234|0.84158415|0.9548023|0.87564766|0.9135135|1|Subject:Stress_position|0.117948726|"""@shewenttojordan: can't worry about a bitch that ain't worried bout me"" #real"
235|0.84236455|0.9550562|0.87628865|0.91397846|1|Subject:Telephone_abuse|0.222222224|"""@showarrive: side hoes are for insecure niggas that can't handle a real one."""
236|0.84313726|0.95530725|0.8769231|0.91443855|1|Subject:Nuisance_fee|0.400000006|"""@shun_stokes: &#128514;&#128514;&#128514;&#128514;rt @bluprint_4: lmao! this bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;"
237|0.84390247|0.95555556|0.877551|0.9148937|1|Subject:Offences_Against_the_Person_Act|0.605128229|"""@shun_stokes: my cousin said he share hoes with his brothers. he said sharing is caring and he love his brothers &#128514;"""
239|0.8446602|0.9558011|0.8781726|0.91534394|1|Subject:Hoe_Kah_Hong|0.137500003|"""@smeegbaby: dese hoes be lyin to all of us nigga"""
240|0.84541065|0.95604396|0.8787879|0.9157895|1|Subject:Bitch_tits|0.250000000|"""@snakecharmsdump: http://t.co/4b427dqzcv"" oh yeah fuck that bitch"
241|0.84134614|0.95604396|0.8743719|0.91338587|2|Subject:Offences_Against_the_Person_Act|0.569230795|"""@sportscenter: eli manning just threw his nfl-leading 27th interception of the season."" lmao trash"
242|0.83732057|0.95604396|0.87|0.91099477|2|Subject:Adult_abuse|0.593406618|"""@sportscenter: usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team. &#187; http://t.co/joosdsubir"" he's a bitch"
243|0.83809525|0.95628417|0.8706468|0.9114584|1|Subject:Abuse_of_information|0.153846160|"""@stellatex: guess what? i also have zero time for your mansplaining! adios!"" stfu pussy"
244|0.8341232|0.95628417|0.86633664|0.90909094|2|Subject:Peer_abuse|0.153846160|"""@stephenwildboy: chilling &#128069;&#8482; http://t.co/mik3ipnle6"" sexy scally lad"
245|0.8349057|0.95652175|0.8669951|0.90956074|1|Subject:Bitch_(insult)|0.109722227|"""@strap__: i ain't sharing no bitch if you mines you mines &#128175;"""
246|0.8356807|0.9567568|0.86764705|0.9100257|1|Subject:Offences_Against_the_Person_Act|0.293040335|"""@sukmysweetness: money only impress the simple broke bitches"""
247|0.8364486|0.9569892|0.8682927|0.9104859|1|Subject:Offences_Against_the_Person_Act|0.435897440|"""@sylvieamx: #pisces will never be anybody's bitch, they don't let people control or change them."" rigghhht"
250|0.83255816|0.95187163|0.8682927|0.90816325|1|Subject:Grapple_Ray|0.100000001|"""@tayknosbest: these hoes is crazy"""
251|0.8333333|0.95212764|0.86893207|0.9086294|1|Subject:Bitch_tits|0.250000000|"""@taylorr_babee: you ain't ever gonna be a slice bitch."" kevin hart. (:"
252|0.8341014|0.95238096|0.8695652|0.9090909|1|Subject:Amercement|0.250000000|"""@thatniggatroy: oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch."
253|0.8348624|0.9526316|0.8701923|0.9095477|1|Subject:Adult_abuse|0.661538482|"""@thegamerkingkev: i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags"
254|0.8356164|0.9528796|0.87081337|0.90999997|1|Subject:Offences_Against_the_Person_Act|0.205128223|"""@thenewsat: #newsatquestions yeah bitch, yeah bitch, call me _______ a.) maybe b.) steve-o c.) later d.) jesse pinkman"" @machinegunkelly"
255|0.8363636|0.953125|0.87142855|0.9104478|1|Subject:Human_rights_abuses_in_Kashmir|0.281481504|"""@thenymphotweets: hickies in between her thighs right by her pussy &gt;&gt;&gt;"" its only right"
256|0.8371041|0.9533679|0.8720379|0.91089106|1|Subject:Offences_Against_the_Person_Act|0.742613018|"""@theonemiss_luu: would you still love me when i'm no longer young and beautiful?"" no. ugly monkey ass."
257|0.8378378|0.9536083|0.8726415|0.91133004|1|Subject:Line_sitting|0.235897452|"""@therealrickyb21: @jetsandaswisher @gook____ y'all come through the front.""bitch i ain't coming"
258|0.83856505|0.95384616|0.87323946|0.91176474|1|Subject:Poof|0.333333343|"""@therealrickyb21: @jetsandaswisher faggot bitch"" http://t.co/2hyyabk4eh"
259|0.83928573|0.95408165|0.87383175|0.91219515|1|Subject:Offences_Against_the_Person_Act|0.369230807|"""@the_realist_sam: @madrid2_ yea, i'm on my ipad. i don't work this friday. let's ball this faggot up @tropicalblanket""i work 2-5"
260|0.83555555|0.95408165|0.8697674|0.9099757|2|Subject:Peer_abuse|0.153846160|"""@theo17100: http://t.co/byj1hoyhmg"" this scally lad would get it"
261|0.8362832|0.9543147|0.8703704|0.9104116|0|Subject:Peer_abuse|0.153846160|"""@theomaxximus: #gerryshalloweenparty http://t.co/3ycrsrnjhc"" halloween was yesterday stupid nigger"
262|0.8370044|0.95454544|0.87096775|0.9108434|1|Subject:Offences_Against_the_Person_Act|0.441025674|"""@theomaxximus: chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5vgdssgi"
263|0.8377193|0.95477384|0.8715596|0.911271|1|Subject:Talking_shit|0.403846145|"""@thornton25: &#8220;@kantkeepahbytch: i love eating pussy lol i never get full lol&#8221; i can eat that shit forever lol"" and ever."
264|0.83842796|0.955|0.8721461|0.9116945|1|Subject:Breast_Tax|0.112962961|"""@tmacc_gfg: &#8220;@voiceofdstreetz: ""@tmacc_gfg: &#8220;@tizzimarie: no slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;"
265|0.8347826|0.9502488|0.8721461|0.90952384|1|Subject:Grapple_Ray|0.100000001|"""@tmacc_gfg: &#8220;@tizzimarie: no slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;"
266|0.83549786|0.95049506|0.8727273|0.9099526|1|Subject:Time-out_(parenting)|0.250000000|"""@tmacc_gfg: bobby bitch-by @bobbyshmurdags9 be getting me live as fuck"" hell yea i play that hoe before my workout"
267|0.8362069|0.9507389|0.8733032|0.9103773|1|Subject:Bitch_tits|0.250000000|"""@trelekidd: yo bitch is gucci mane rt @jabarithegreat : my bitch a stoner &#128175;&#128175; http://t.co/lt9lijjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
268|0.8369099|0.95098037|0.8738739|0.91079813|1|Subject:Nurse_abuse|0.307692319|"""@tweetgamelazy: i can ride your bitch with no handle bars"""
269|0.8333333|0.94634145|0.8738739|0.9086651|1|Subject:Right_to_work|0.098290607|"""@tyjoncuffee: and if you ain't a hoe get up out my traphoussseeeee"""
270|0.82978725|0.94634145|0.8699552|0.9065421|2|Subject:Adult_abuse|0.771428585|"""@uberfacts: 15 sad tv character deaths we're still bitter over... http://t.co/ulclfuf8nc http://t.co/1rxyqoosm0""ned stark was the man"
271|0.8305085|0.9466019|0.87053573|0.9069767|1|Subject:Offences_Against_the_Person_Act|0.293040335|"""@unholy_jack: these harbor bitches are all ""party bus hoes"""" lol all?"
272|0.8312236|0.9468599|0.8711111|0.9074074|1|Subject:Adult_abuse|0.153846160|"""@vbomb20: @woodchuck20 pussy"" love it"
273|0.8319328|0.94711536|0.8716814|0.9078341|1|Subject:Abuse_of_information|0.353846163|"""@veronikahumbert: ultraviolence video, its coming you little bitch! #mtvhottest lana del rey http://t.co/533flbvwqh"" bitchy promo"
274|0.832636|0.94736844|0.8722467|0.9082569|1|Subject:Bitch_tits|0.250000000|"""@vineforthebyrd: on my way to fuck your bitch https://t.co/4lmtfnl2iy"" lmfao kittycopter"
276|0.8333333|0.947619|0.872807|0.9086758|1|Subject:Stress_position|0.169230789|"""@wbeezy_: ""@quathegreat: aww their avis look so cute together &#128145; http://t.co/9lporcb8w0"" &#128128;&#128128;&#128128;"" do i gotta get ike avi on this bitch ?"
277|0.8340249|0.9478673|0.8733624|0.90909094|1|Subject:Adult_abuse|0.200000003|"""@wbeezy_: ""@run_drc: its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?"
278|0.8347107|0.9481132|0.87391305|0.90950227|1|Subject:Offences_Against_the_Person_Act|0.205128223|"""@wannabekanye: whys this bitch boosting herself http://t.co/uod2f5wtkv"" her size isn't exactly the most healthy tho"
279|0.8353909|0.9483568|0.87445885|0.90990984|1|Subject:Bitch_(insult)|0.109722227|"""@withaprettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; kim bye!!!"
281|0.8360656|0.94859815|0.875|0.91031396|1|Subject:Girlfriend_2000|0.233333334|"""@xojennygirl: i'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you"
282|0.8367347|0.9488372|0.8755365|0.9107143|1|Subject:Adult_abuse|0.461538494|"""@xoxo__angiee: bruno fag boy"" you love me."
283|0.83739835|0.9490741|0.87606835|0.9111112|1|Subject:Nuisance_fee|0.200000003|"""@yehits_von: &#8220;@run_drc: i must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" this why we always beefing &#128514;"
284|0.8340081|0.9490741|0.87234044|0.909091|2|Subject:Ethnic_cleansing|0.228571445|"""@yankees: down 6-1, #yankees look to rally in the bottom of the 9th."" #rallycap"
285|0.8346774|0.94930875|0.87288135|0.9094923|1|Subject:Offence_against_the_person|0.333333343|"""@youngricooo: &#8220;@wexicanafro702: don't take advantage of a nice person&#8221;@ hoes""@ everyjuan"
